ClassID,SeatNumber
9,B5-22
9,B5-23
9,B5-24
9,B5-25
9,B5-26
9,B5-27
9,B5-28
9,B5-29
9,B5-30
9,B5-31
9,B5-32
9,B5-33
9,B5-34
9,B5-35
9,B5-36
9,B5-37
9,B5-38
9,B5-39
9,B5-40
9,B5-41
9,B5-42
9,B5-43
9,B5-44
9,B5-45
9,B5-46
9,B5-47
9,B5-48
9,B5-49
9,B5-50
9,B5-51
9,B5-52
9,B5-53
9,B5-54
9,B5-55
9,B5-56
9,B5-57
9,B5-58
9,B5-59
9,B5-60
9,B5-61
9,B5-62
9,B5-63
9,B5-64
9,B5-65
9,B5-66
9,B5-67
9,B5-68
9,B5-69
9,B5-70
9,B5-71
9,B5-72
9,B5-73
9,B5-74
9,B5-75
9,B5-76
9,B5-77
9,B5-78
9,B5-79
9,B5-80
9,B5-81
9,B5-82
9,B5-83
9,B5-84
9,B5-85
9,B5-86
9,B5-87
9,B5-88
9,B5-89
9,B5-90
9,B5-91
9,B5-92
9,B5-93
9,B5-94
9,B5-95
9,B5-96
9,B5-97
9,B5-98
9,B5-99
9,B5-100
9,B5-101
9,B5-102
9,B5-103
9,B5-104
9,B5-105
9,B5-106
9,B5-107
9,B5-108
9,B6-01
9,B6-02
9,B6-03
9,B6-04
9,B6-05
9,B6-06
9,B6-07
9,B6-08
9,B6-09
9,B6-10
9,B6-11
9,B6-12
9,B6-13
9,B6-14
9,B6-15
9,B6-16
9,B6-17
9,B6-18
9,B6-19
9,B6-20
9,B6-21
9,B6-22
9,B6-23
9,B6-24
9,B6-25
9,B6-26
9,B6-27
9,B6-28
9,B6-29
9,B6-30
9,B6-31
9,B6-32
9,B6-33
9,B6-34
9,B6-35
9,B6-36
9,B6-37
9,B6-38
9,B6-39
9,B6-40
9,B6-41
9,B6-42
9,B6-43
9,B6-44
9,B6-45
9,B6-46
9,B6-47
9,B6-48
9,B6-49
9,B6-50
9,B6-51
9,B6-52
9,B6-53
9,B6-54
9,B6-55
9,B6-56
9,B6-57
9,B6-58
9,B6-59
9,B6-60
9,B6-61
9,B6-62
9,B6-63
9,B6-64
9,B6-65
9,B6-66
9,B6-67
9,B6-68
9,B6-69
9,B6-70
9,B6-71
9,B6-72
9,B6-73
9,B6-74
9,B6-75
9,B6-76
9,B6-77
9,B6-78
9,B6-79
9,B6-80
9,B6-81
9,B6-82
9,B6-83
9,B6-84
9,B6-85
9,B6-86
9,B6-87
9,B6-88
9,B6-89
9,B6-90
9,B6-91
9,B6-92
9,B6-93
9,B6-94
9,B6-95
9,B6-96
9,B6-97
9,B6-98
9,B6-99
9,B6-100
9,B6-101
9,B6-102
9,B6-103
9,B6-104
9,B6-105
9,B6-106
9,B6-107
9,B6-108
